GRC	ENG	Frequency
τί	‘What	1
μοι	my	1
διὰ	of	1
ἐγκέφαλός	brains	1
οἱ	His	1
πρὸς	on	1
ὕστατος	master	1
ὁ δʼ	he	1
μείζονα	larger	1
οἴκῳ	at home	1
πήματα	woes	1
εὐχόμενος	fill’d	1
ἔφατʼ	imprecations	1
κυανοχαίτης	Neptune	1
ἔκλυε	heard	1
λᾶαν	rock	1
ἀλλοτρίης	not his own	1
χέρσον	shore	1
ἱκέσθαι	beat	1
κατερχομένης	fell	1
πέτρης	It	1
ἐκλύσθη	Shake	1
χεῖρʼ	hands	1
νηὸς	vessel	1
ὀψὲ	late	1
οὐρανὸν	skies	1
αἲ	‘Oh	1
Ὀδυσσῆα	Ulysses	1
μὴ	not	1
Λαέρτεω	Laertes’	1
υἱὸν	son	1
Ἰθάκῃ	Ithaca	1
ἔχοντα	of	1
πέμψαι	send	1
ἱκέσθαι	to review	1
δόμον	realms	1
Ἄϊδος	of night	1
εἴσω	to	1
εἴ	If	1
μοῖρʼ	fate	1
οἱ	his	1
ἐστὶ	be	1
ὀρέγων	uplifted	1
εἰς	to	1
πρόσω	refluent	1
κακῶς	toils	1
εὖνιν	dislodge	1
ἔπειτα	while	1
δὸς	Let	1
πατρίδα	native	1
ἑὴν	his	1
ἔλθοι	Be it	1
εὕροι	succeed	1
δυναίμην	could	1
αὐτὰρ	And	1
ὅ	the	1
ἀείρας	heaving	1
ἐπιδινήσας	whirl’d	1
ἔβαλεν	sung	1
τυτθόν ἐδεύησεν	brush’d	1
οἰήιον	stern	1
σε	thy	1
ὣς ἐφάμην	Thus I	1
ἀστερόεντα	starry	1
ἐμὸς	my	1
εὔχετο	cries	1
κλῦθι	‘Hear me	1
εἰ	If	1
εἰμι	I am	1
σός	thine	1
πατὴρ	birth	1
γαῖαν	country	1
ὡς	as	1
ἑταίρους	companions	1
ὀλέσας	lost	1
ἰήσεται	give	1
ἐνοσίχθων	Neptune	1
ὀφθαλμόν	sight	1
οὐκ οὐδʼ	cannot	1
ἐγώ	I	1
Ποσείδαον	Neptune	1
τὼ δʼ	the	1
ἄνδρα	a man	1
νωλεμέως	implicit	1
ἀώτου	deep	1
χερσὶν	hands	1
ἐλυσθεὶς	inwove	1
ἐμείναμεν	cling	1
ἴτην	bound	1
ἑταίρους	the crew	1
ἁπάντων	of the flock	1
ἐγώ	I	1
συνέεργον	with	1
ἐυστρεφέεσσι	supplied	1
ἑκάτερθεν	Secured each side	1
φέρεσκε	bore	1
μέσῳ	midmost	1
καλοί	Strong	1
πάντας	Each	1
δασύμαλλοι	the fleecy	1
τε μεγάλοι τε	and largest of	1
ἐυτρεφέες	Well fed	1
εἶρος	fair	1
ἔχοντες	with	1
ἰοδνεφὲς	native purple	1
ψυχῆς	lives	1
Κύκλωψ	Cyclop’s	1
ἦσαν	were	1
ἄρσενες ὄιες	the rams	1
γένοιτο	design	1
ἄριστα	deep	1
αὐτὰρ	But	1
βούλευον	revolved	1
δόλους	scheme	1
μῆτιν	thought	1
ὁ μὲν	The	1
τινʼ	labouring	1
εἴ	’Twas	1
αὐτὰρ	In	1
τοῦ	my	1
ἄριστος	the leader	1
ἑτέρω	two	1
τοὺς	The	1
λύγοισιν	osier bands twining bands	1
ἀρίστη	varying counsel	1
μοι	my	1
περὶ	that	1
ὥς	This way	1
τε	and	1
καὶ	and	1
ἐμοὶ	my	1
λύσιν	wrought	1
ὕφαινον	turn’d	1
λασίην	wooly curls	1
γαστέρʼ	fleece	1
ὣς τότε	There	1
ὑπὸ	beneath	1
λαβών	lock	1
ἔην	remain’d	1
ἀρνειὸς μήλων	One ram	1
ἑταίροισιν	my friends	1
αἰνύμενος	we tied	1
σύντρεις	three and three	1
ἥδε	one	1
φαίνετο	ends	1
θυμὸν	bosom	1
βουλή	resolve	1
ἐγὼ	I	1
καὶ	and	2
ἐμὸν δʼ	my	1
εἰνὶ	in	1
Κύκλωψ	Cyclop	1
στενάχων	raging	1
χερσὶ	arms	1
ψηλαφόων	Spreads	1
λίθον	stone	1
θυράων	gate	1
εἷλε	removing	1
χεῖρε	hands	1
πετάσσας	extended	1
θύρῃσι	midst	1
ὄεσσι	sheep	1
φίλον	conscious	1
στείχοντα	reach’d	1
θύραζε	door	1
τινά	us	1
εἴ	to	1
μετʼ λάβοι	seize	1
νήπιον	shallow	1
φρεσὶ	wit	1
οὕτω	Such	1
εἶναι	was	1
ἤλπετʼ	deem’d	1
ἐξαπάτησεν	effect of art	1
κῆρ	heart	1
ἐγέλασσε	Joy touch’d	1
βροτῶν	mortal	1
Κύκλωπας	Cyclops	1
οἵ	that	1
ῥά	all	1
μιν	him	1
ἀμφὶς	round	1
ᾤκεον	dwell	1
βοῆς	yell	1
ἐφοίτων	assembled	1
Πολύφημʼ	Polypheme	1
ἐβόησας	disturbs	1
δόλῳ	fraud	1
πού	his	1
βίηφιν	power	1
Πολύφημος	Cyclop	1
ἐξ	from	1
ἄντρου	his den	1
προσέφη	replies	1
Οὖτίς	Noman	1
κτείνει	kills	1
δόλῳ	fraudful	1
εὔχεο	pray	1
Ποσειδάωνι	Neptune	1
ἔφαν	cried	1
γάρ	as	1
ἔρριψεν ἀπὸ χερσὶν ἀλύων	dash’d on earth	1
ἔπειτʼ	and	1
τοὺς δʼ	Thus they	1
ἐλαύνει	surprise	1
κτείνει	oppress	1
σʼ αὐτὸν	thee	1
εἰ μὲν	‘If	1
ἄνακτι	divine	1
ἔστι	Inflict	1
περὶ	rifted	1
ἱστάμενοι	From	1
ἀίοντες	at his roar	1
ὧδʼ	Thus	1
αὖτʼ	the	1
πατρὶ	father	1
οὐδὲ βίηφιν	power	1
ὣς	the hand	1
ἀπιόντες	and strode away	1
ἀλλὰ	To	1
μῆτις	of conduct	1
δὲ	Meantime	1
ἀπὸ μὲν	from the	1
που	the	1
τίς	thieves	1
οἱ δὲ	the	1
ὠδίνων ὀδύνῃσι	with his wound	1
σύ	thy	1
ἀλέασθαι	resign	1
καθέζετο	he sate	1
ἄμμε	our	1
αὐτὰρ	Then	1
ἤπυεν	calls	1
ἠνεμοέσσας	bleak in air	1
ἄλλοθεν ἄλλος	From all their dens	1
εἴροντο	Inquire	1
σπέος	rocks	1
κήδοι	the cause	1
τίπτε	‘What	1
τόσον	hurts thee	1
νύκτα	night	1
ἀύπνους	slumbers	1
νοῦσον	disease	1
τίθησθα	breaks	1
τίς	any	1
μῆλα	flock	1
σευ	thy	1
ἦ	Does	1
ὦ φίλοι	‘Friends	1
Διὸς	Jove	1
βιάζεται	hurt	1
μή	no	1
τίς	man	1
σε	thee	1
ὁ	the	1
ἐγὼ	I	2
μῆλα	sheep	2
τοὺς δὲ	they	1
ἑκάστῳ	they	1
ἐν	in	1
σπῆι	cave	1
ἔδμεναι	thy meal	1
ἔμελλες	meditatest	1
ἄρʼ	‘Hear me	1
οὐκ	no	1
ἀνάλκιδος	coward	1
κερτομίοισι	taunts	1
προσηύδων	accost	1
καὶ	With	1
Κύκλωπα	giant	1
οὐκ εἴων	check	1
κιχήσεσθαι	to inflict	1
στενάχοντο	mourn’d	1
γοῶντες	Big tears	1
φύγομεν	as	1
θάνατον	dead	1
οἳ	us	1
φίλοις	their friends	1
ἑτάροισι	the sailors	1
φάνημεν	return’d	1
ἀσπάσιοι	With joy	1
ἱκόμεθʼ	reach	1
ἐπὶ	on	1
νῆα	vessel	1
ἐλαύνομεν	we drive	1
πολλὰ περιτροπέοντες	in throngs	1
ἔργα	instrument	1
τίσατο	revenges	1
λίην	Doom’d	1
ἐν νηὶ	Aboard	1
Κύκλωψ	Cyclop	1
τῷ	The	1
Ζεὺς	god	1
σῷ	Thy	1
ἐπὶ	into	1
καὶ	and	1
ἀνὰ	and	1
κλαίειν	fondness	1
νεῦον	command	1
σχέτλιʼ	barbarous	1
καὶ	But	1
οὐχ	breach	1
γλαφυρῷ κρατερῆφι βίηφι	vengeance	1
αἶψʼ	in haste	1
οἱ δʼ	their	1
τύπτον	snatch	1
τόσσον	clear	1
ἀλλʼ	Now	1
ἀπῆν	off at sea	1
βοήσας	reach the ear	1
γέγωνε	human voice could	1
ὅσσον	far as As	1
ἐρετμοῖς	oars	1
ἐκέλευσα	heave	1
καλλίτριχα	wealthy	1
ὕδωρ	the deep	1
εἴσβαινον	rush	1
ἅζεο	hospitable	1
θεοὶ	the god	1
πίονα δημῷ	Fat	1
ὄνομα κλυτόν	title	1
ξείνιον	boon	1
ἔκπιεν	drained	1
φρένας	sense	1
ἤλυθεν	lay covered	1
οἶνος	the fume	1
περὶ	with	1
ἔπεσσι	reassume	1
προσηύδων	speech	1
τότε	While	1
ὑπέστης	promised	1
μειλιχίοισι	fraudful	1
ὥς	‘Thy	1
αὐτὰρ	now	1
ἐγώ	I	1
ἐξερέω	plead	1
δὸς	claim	1
μοι	my	1
δή	thus	1
αὐτὰρ	and	1
τρὶς	Thrice	1
μειλιχίοισι	in cordial	1
ξείνιον	the gift	1
Κύκλωψ	Kyklops	1
εἰρωτᾷς	you ask	1
μʼ ὄνομα	my name	1
κλυτόν	honorable	1
ἐγώ	I	1
αὐτὰρ	and	1
τοι	you	1
ἐξερέω	tell	1
ὑπέστης	promised	1
προσηύδων	I sang	1
σὺ	you	1
μοι	me	1
ἔκπιεν	he poured	1
φέρων	I brought	1
ἤλυθεν	come	1
περὶ	over	1
τότε	then	1
ἔπεσσι	tones	1
τρὶς	Three	1
κτείνει	ruined	2
ἀπὸ	away	2
δόλῳ	tricked	2
ἐμὸν δʼ	I	1
ἐλαύνει	driving off	1
ἄμμε	us	1
τίθησθα	let	1
ἀύπνους	not sleep	1
μή	no	1
τίς	man	1
σευ	your	1
μῆλα	flock	1
σʼ αὐτὸν	you	1
νύκτα	night	1
ἦ	has	1
ἦ	s	1
Πολύφημος	Polyphemos	1
προσέφη	roared	1
ἐξ	Out	1
ἄντρου	of cave	1
Οὖτίς	Nohbdy	1
μή τίς	nobody	1
εἰ	if	1
σε	you	1
βιάζεται	played foul	1
ἀμβροσίην	starry	1
ἐβόησας	cry	1
διʼ	in	1
οἵ	who	1
χερσὶν	hands	1
Κύκλωπας	for Kyklopes	1
ἤπυεν	howl	1
αὐτὰρ	then	1
ὁ	he	1
ἀμφὶς	nearby	1
ἠνεμοέσσας	windy	1
ἄκριας	peaks	1
διʼ	on	1
σπήεσσι	caves	1
ᾤκεον	lived	1
νοῦσον	in pain	1
ἐν	in	1
ἀίοντες	heard	1
οἱ δὲ	Some	1
ἐφοίτων	came	1
ἄλλοθεν ἄλλος	by divers ways	1
περὶ	around	1
εἴροντο	call	1
ἱστάμενοι	clump	1
Πολύφημʼ	Polyphemos	1
τίπτε	What	1
οἶον	lonely	1
ἀλέασθαι	use	1
Διὸς	Zeus	1
τοὺς δʼ	the	1
ὄεσσι	beast	1
στείχοντα	bolted—	1
ἤλπετʼ	hoping	1
νήπιον	a fool	1
με	me	1
ἀπαμειβόμενοι	reply	1
οἱ δʼ	they	1
ὧδʼ	so	1
ἀρημένος	sore	1
αὖτʼ	in answer	1
τινά	any	1
ἔφαν	saying	1
ὣς	So	1
ἀμύμων	like a charm	1
τὸν μὲν	it	1
ἕο	his	1
ἀλύων	wild	1
μιν	him	1
ἀγόρευον	made	1
εἶναι	be	1
μʼ	I	1
εἴ	for	1
καθέζετο	squatted	1
μεγάλου	great	1
ὄνομʼ	name	1
πού	somehow	1
οὔ πως	no	1
σύ	your	1
εὔχεο	pray	1
πατρὶ	father	1
Ποσειδάωνι	Poseidon	1
ἄνακτι	Lord	1
ἀπιόντες	trailed away	1
ἐγέλασσε	filled with laughter	1
ὡς	how	1
ἐξαπάτησεν	deceived them	1
πετάσσας	thrown wide	1
Κύκλωψ	Kyklops	1
στενάχων	wheezing	1
ὠδίνων	came on him	1
ὀδύνῃσι	the pain	1
ψηλαφόων	fumbled	1
εἷλε	wrench	1
λίθον θυράων	doorstone	1
θύρῃσι	the breach	1
εἰνὶ	in	1
χεῖρε	arms	1
ἔρριψεν	threw	1
καὶ	and	2
ἐγὼ	I	2
ἐλαύνομεν	to take	1
οἳ	those	1
Ζεὺς	Zeus	1
ἐνὶ	under	1
οἴκῳ	roof	1
σῷ	your	1
ἀνδρὸς ἑταίρους	my companions	1
Κύκλωψ	O Kyklops	1
ὕδωρ	sea	1
μῆλα	herd	1
ἀνὰ	up	1
ὀφρύσι	eyebrows	1
νεῦον	jerking head	1
θάνατον	death	1
φύγομεν	fled	1
γέγωνε βοήσας	shouted words would carry	1
τοὺς δὲ	them	1
στενάχοντο γοῶντες	turn to grief	1
ἑτάροισι	fellows	1
ἀσπάσιοι	shining	1
ἱκόμεθʼ	drove	1
ἐπὶ	to	1
νῆα	ship	1
πίονα δημῷ	fat	1
τὰ	his	1
μῆλα	sheep	1
ταναύποδα	stiff-legged	1
πολλὰ	many	1
σε	you	1
ἐρετμοῖς	oars	1
ὅσσον	as	1
εἴσβαινον	embarked	1
οὐκ εἴων	hushed	1
οἱ δʼ	They	1
σπῆι κρατερῆφι βίηφι	Caveman	1
ξείνους	guests	1
φάνημεν	We saw	1
ἑζόμενοι	pitched in	1
βαλόντας	put	1
θοῶς	move fast	1
νηὶ	ship	1
τόσσον	as	1
ἀπῆν	far	1
ἑξῆς	all	1
ἔδμεναι	feast	1
ἐκέλευσα	told	1
ἐν	in	1
ἐσθέμεναι	Eater	1
τῷ	the	1
τίσατο	have paid	1
θεοὶ	gods	1
σχέτλιʼ	you damned cannibal	1
σέ	you	1
κιχήσεσθαι	we gave	1
κακὰ ἔργα	beating	1
ἀνάλκιδος	Puny	1
κερτομίοισι	back	1
προσηύδων	sent a few	1
τύπτον	struck	1
περιτροπέοντες	rounded up	1
ἥδε	a	1
σύντρεις	Three	1
ἄριστος	choicest	1
ἀρνειὸς	ram	1
ἐγώ	I	1
φέρον	convey	1
ὄιες	sheep	1
φῶτʼ	man	1
ἕκαστον	each	1
τρεῖς	three	1
ἑκάτερθεν	shielded left and right	1
ὁ μὲν	a	1
ἐν	under	1
μέσῳ	middle	1
ἄνδρα	man	1
φέρεσκε	slung	1
λύγοισιν	cords of willow	1
μήλων	flock	1
συνέεργον	tied	1
τῇς	the	1
ἔπι	from	1
εὗδε	bed	1
τοὺς	them	1
ἀκέων	silently	1
καλοί	handsome	1
ἐυτρεφέες	fat	1
ἰοδνεφὲς	a dark violet	1
δασύμαλλοι	with heavy fleeces	1
ἦσαν	were	1
ἄρσενες ὄιες	rams	1
αὐτὰρ	But	1
ἐγὼ	I	1
ἁπάντων	of	1
γαστέρʼ	belly	1
στρεφθεὶς	twisted	1
περὶ	for	1
ὅπως	how	1
ἐχόμην	grip	1
νωλεμέως	iron	1
πέλωρ	ogre	1
ἔην	the	1
ἴτην	ride	1
σώοντες	safely	1
εὑροίμην	drew	1
ἐμοὶ	we	1
ἄριστα	win	1
μοι	me	1
ἀρίστη	well	1
φαίνετο	came—and	1
βουλή	trick	1
ψυχῆς	life	1
ὑπὸ	under	1
καὶ	and	1
δόλους	wits	1
πάντας	all	1
μῆτιν ὕφαινον	tactics	1
λύσιν	slip	1
θανάτου	death	1
ἐμείναμεν	we waited	1
ὣς	So	1
Ἠῶ	morning	1
χερσὶν	fingers	1
ἀώτου	ringlets	1
κείμην	pulled	1
λασίην	kinky	1
ἐλυσθεὶς	hung	1
βούλευον	kept thinking	1
Οὖτιν	Nohbdy	2
ἐγὼ	my	1
ὕπνος	sleep	1
ἀποδοχμώσας	lolling	1
ἔσται	There	1
ξεινήιον	gift	1
ἔδομαι	I eat	1
οἷς	his	1
μετὰ	after	1
ἑτάροισιν	friends	1
ἄλλους	Others	1
πρόσθεν	first	1
ἐξέσσυτο	dribbled	1
ᾕρει	took	1
ἀμείβετο	said	1
πάντες	everyone	1
ἑταῖροι	friends	1
ἠδʼ	and	1
πατὴρ	father	1
μήτηρ	mother	1
κικλήσκουσι	calls	1
με	me	1
ἐμοί	My	1
γʼ ὄνομα	name is	1
μιν	him	1
οἰνοβαρείων	Drunk	1
οἶνος	of liquor	1
ὕπτιος	backward	1
τὸ δέ	a	1
ὁ δʼ	he	1
ὁ δέ	he	1
ἔπεσσι	along	1
τʼ	of	1
ἀνδρόμεοι	men	1
ψωμοί	bits	1
πέσεν	tumbled	1
ἀνακλινθεὶς	reeled	1
παχὺν	great	1
ἀναδύη	quitting	1
ἐγὼ	I	1
μή	no	1
θάρσυνον	cheered	1
ἑταίρους	my men	1
θερμαίνοιτο	charring	1
πολλῆς	deep	1
ἤλασα	drove	1
σποδοῦ	embers	1
ὑπὸ	in	1
μοχλὸν	spike	1
τὸν	my	1
Οὖτις	Nohbdy	1
Οὖτις	Nohbdy	2
καὶ	and	2
τῷ	the	1
πρῶτος	first	1
ποίης	grass	1
τέρενʼ	sweet	1
νέμεαι	graze	1
μακρὰ	afar	1
βιβάς	go	1
πρῶτος	leading	1
ῥοὰς ποταμῶν	streams	1
ἀφικάνεις	along	1
λιλαίεαι	you run	1
σταθμόνδε	in the fold	1
πολὺ	them all	1
ἀπονέεσθαι	to be	1
ἑσπέριος	at evening	1
νῦν	now	1
αὖτε	so	1
πανύστατος	far behind	1
σύ	you	1
ἄνακτος	Master	1
ἦ	be	1
ὀφθαλμὸν	eye	1
πρῶτος	before	1
λελειμμένος	linger	1
ἀλλὰ	but	1
τὸν δʼ	him	1
ἀρνειὸς μήλων	ram	1
ἔστειχε	came	1
λάχνῳ	by wool	1
στεινόμενος	weighted	1
ἐμοὶ	me	1
φρονέοντι	meditations	1
Πολύφημος	Kyklops	1
προσέφη	said	1
ἐπιμασσάμενος	patted	1
κριὲ	ram	1
τὸν	That	1
πέπον	Sweet	1
τί	why	1
σπέος	cave	1
ἔσσυο	lag	1
μήλων	the rest	1
διὰ	in	1
ὕστατος	behind	1
οὔ	never	1
πάρος	so	1
ποθέεις	grieving	1
κακὸς	carrion	1
ἀνὴρ	rogue	1
θύραζε	the open	1
ῥαίοιτο	strew	1
θεινομένου	Bashed	1
πόρεν	worked	1
μοι	me	1
κακῶν	the outrage	1
λωφήσειε	rest	1
ἕο	He	1
πέμπε	sent	1
ἀπὸ	into	1
ὣς	then	1
οὔδεϊ	rock wall	1
ἀπὸ	of	1
ὑπέλυσα	untie	1
ἑταίρους	the men	1
ἀρνειοῦ	ram	1
ἐλθόντες	dropped	1
λυόμην	rolled	1
ἠβαιὸν	clear	1
ἐμὸν	I	1
κὰδ	from	1
πρὸς	on	1
οἱ	his	1
εἶναι	alive	1
πεφυγμένον	get out	1
ἐξαλάωσε	burnt it out	1
σὺν	and	1
λυγροῖς	accurst	1
ἑτάροισι	companions	1
δαμασσάμενος	conquered	1
φρένας	my wits	1
οἴνῳ	with wine	1
πώ οὔ	will not	1
φημι	swear	1
ὁμοφρονέοις	brain	1
κέ	would	1
ποτιφωνήεις	voice	1
κεῖνος	he	1
ὅππῃ	where	1
εἰπεῖν	tell	1
μένος	fury	1
ἠλασκάζει	dodging	1
ἐμὸν	my	1
εἰ	had	1
ἐγκέφαλός	brains	1
ὕστατος	Last	1
τοῦ δʼ	him	1
Ἰθάκῃ	Ithaka	1
ἱκέσθαι	see	1
δὸς	grant	1
μὴ	never	1
Λαέρτεω	Laërtês	1
υἱὸν	son	1
εἰ	if	1
σός	thine	1
ἐτεόν	indeed	1
εἰμι	I am	1
ἔνι	on	1
πτολιπόρθιον	of cities raider	1
οἰκίʼ	hall	1
ἔχοντα	kept	1
μοῖρʼ	destiny	1
οἱ	he	1
φίλους	family	1
γαῖαν	land	1
πατρίδα	father	1
ἑὴν	his	1
ἐς	in	1
οἴκαδʼ	home	1
Ὀδυσσῆα	Odysseus	1
ἑταίρους	companions	1
ἐνοσίχθων	earthquake	1
μιν	him	1
προσέειπον	shouted	1
ἀμειβόμενος	in reply	1
αἲ	If	1
δυναίμην	could	1
εὖνιν	take	1
σε	your	1
Ἄϊδος	hell	1
πέμψαι	hurl	1
ἰήσεται	heal	1
κλῦθι	hear me	1
οὐκ	not	1
ὣς	At	1
ὁ δʼ	he	1
Ποσειδάωνι	Poseidon	1
οὐρανὸν	sky	1
ἀστερόεντα	of stars	1
εἰς	toward	1
ὀρέγων	stretched	1
χεῖρʼ	hands	1
εὔχετο	prayed	1
ὀλέσας	lose	1
πάντας	all	1
χέρσον	toward the island	1
εὕροι	return	1
ψυχῆς	life	1
καὶ	and	1
κυανοχαῖτα	blue	1
γαιήοχε	girdler of the islands	1
ἰδέειν	see	1
ἐστὶ	shall	1
ὀψὲ	far	1
κακῶς	dark	1
ἐν	at	1
ἀείρας	laid hands	1
εἴ	Should	1
ἀπέλεθρον	titanic	1
ἐπέρεισε	the cast	1
ἶνʼ	for	1
ἔβαλεν	let it fly	1
μετόπισθε	in the track	1
νεὸς	vessel	1
κυανοπρῴροιο	black-prowed	1
τυτθόν	short	1
φέρε	bear	1
αἰῶνός	time	1
οἶκον	roof	1
οἴκῳ	home	1
ὅ	he	1
πήματα	bitter	1
νηὸς	sail	1
ἀλλοτρίης	strange	1
ἐπʼ	under	1
εὐχόμενος	prayed	1
ἔφατʼ	words	1
ὣς	In	1
ἔκλυε	heard	1
αὐτὰρ	Now	1
μείζονα	bigger	1
εἴσω	to	1
λᾶαν	stone	1
ἐπιδινήσας	wheeled	1
οἰήιον	steering oar	1
θάλασσα	seas	1
ἐκλύσθη	rose	1
κατερχομένης	fell	1
πέτρης	the stone	1
πρόσω	onward	1
πατὴρ	father	1
εἶναι	thou art	1
ἐγώ	I	1
στέρνοισι	fleece	1
πάντων	each	1
ἠριγένεια Ἠώς	Dawn	1
φάνη	spread out	1
ῥοδοδάκτυλος	finger tips of rose	1
ἄρσενα μῆλα	rams	1
ἐξέσσυτο	began to stir	1
νομόνδʼ	for pasture	1
θήλειαι	dams	1
μέμηκον	bleating	1
περὶ	round	1
σηκούς	the pens	1
οὔθατα	udders	1
ἄναξ	master	1
ὀίων	ram	1
οἱ	the	1
ἐπεμαίετο	stroked	1
ἑσταότων	pass	1
οὐκ	never	1
ἐνόησεν	found	1
ὑπʼ	pectoral	1
δέδεντο	riding	1
σφαραγεῦντο	full	1
ἀνήμελκτοι	for milking	1
τειρόμενος	sick	1
ὀδύνῃσι	with pain	1
νήπιος	blundering	1
τὸ δὲ	the	1
ἦμος	When	1
καὶ	and	3
νῆες	ships	2
δαινύμενοι	made our feast	1
αὐτοὶ	ourselves	1
ἑλόντες	unloaded	1
μῆλα	flock	1
δασσάμεθʼ	make division	1
ἠέλιον	sun	1
καταδύντα	went down	1
ἐς	until	1
ἦμαρ	day	1
πρόπαν	all	1
ἀφικόμεθʼ	we ran in	1
ἐπὶ	on	1
κρέα	mutton	1
ἡδύ	sweet	1
μέθυ	wine	1
ἠέλιος κατέδυ	sunset	1
κνέφας	dark	1
ἦλθε	gathering	1
ἐπὶ	in	1
κοιμήθημεν	went to sleep	1
ῥηγμῖνι	wash	1
θαλάσσης	of ripples	1
βῆμεν	waded in	1
θαλάσσης	beach	1
πρυμνήσια	mooring lines	1
ἦμος	When	1
Κρονίδῃ	Kronos	1
Κύκλωπος	Kyklops	1
ἀνάσσει	rules	1
ἐμπάζετο οὐκ	disdained	1
ἱρῶν	offering	1
ἑταῖροι	companions	1
ἐμοὶ	my	1
ἠριγένεια Ἠώς	Dawn	1
ῥοδοδάκτυλος	finger tips of rose	1
φάνη	touched	1
ῥηγμῖνι	sandy	1
ἐγὼν	I	1
ἐποτρύνας	roused	1
ἑτάροισιν	the men	1
ἐκέλευσα	gave orders	1
ἑταίρους	friends	1
ποτιδέγμενοι	waited	1
ἡμέας	our	1
ἐκέλσαμεν	beached	1
ψαμάθοισιν	sand	1
ἐν	in	1
ἐπὶ	above	1
ἀνά	off	1
λῦσαι	cast	1
μένον	drawn up	1
δόσαν	voted	1
δαιομένων	I slew	1
ἑταῖροι	my fighters	1
ἐμοὶ	me	1
ἀρνειὸν	ram	1
ἴσης	share alike	1
ἑταῖροι	friends	1
ὀδυρόμενοι	troubled	1
ἁθρόαι	all	1
ἔνθα	There	1
ἐπὶ	by	1
ἥατʼ	waiting	1
μηρίʼ	thighbones	1
ἔκαιον	burnt	1
ἦμος	after	1
μὲν	Now	1
ἀλλʼ	But	1
πᾶσιν	the world	1
ὃς	who	1
ἔξοχα	prize	1
τὸν δʼ	the	1
θινὶ	sea side	1
μήλων	of all	1
ἑξῆς	in line	1
ἀμβαίνειν	man	1
κληῖσι	rowlocks	1
καθῖζον	sit	1
ἐπὶ	beside	1
εἴσβαινον	filing in	1
ἐρετμοῖς	oars	1
τύπτον	dipped	1
ἅλα	sea	1
πολιὴν	grey	1
ἔνθεν	So	1
κελαινεφέι	beyond the stormcloud	1
προτέρω	out	1
πλέομεν	moved	1
ἀκαχήμενοι	sad	1
θανάτοιο	offing	1
ἐκ	in	1
ὀλέσαντες	not	1
ἄσμενοι	precious	1
ὅ	he	1
μερμήριξεν	had in store	1
ἀπολοίατο	destruction	1
Ζηνὶ	Zeus	1
αἴ	if	2
αὐτὸς δʼ	me	1
οἴνῳ	with wine	1
αἰεί	Always	1
τινα	some	1
ἐλεύσεσθαι	come	1
ἐνθάδʼ	here	1
ἄκικυς	twiggy—	1
οὐτιδανὸς	pitiful	1
καὶ	and	1
ἀλάωσεν	blinded	1
ἐδαμάσσατο	put me down	1
μεγάλην	giant	1
Ὀδυσεῦ	Odysseus	1
δεῦρʼ	back	1
ἄγε	Come	1
τοι	you	1
ξείνια	treat well	1
εἰμί	am	1
ἐγὼ	I	1
πάϊς	son	1
τοῦ	his	1
Κυκλώπεσσιν	Kyklopês	1
ἐπιειμένον	armed	1
ἀλκήν	force	1
ἐνθάδε Τήλεμος	here—Télemos	1
προσέφην	yelled	1
καταθνητῶν	mortal	1
ἀνθρώπων	man	1
υἱὸν	son	1
Λαέρτεω	Laertes	1
οἰκίʼ	home	1
ἔνι	on	1
Ἰθάκῃ	Ithaka	1
ἔχοντα	whose	1
μέγας	grand	1
ἐμὸς	me	1
ἠύς	wondrous	1
τε	and	1
Ὀδυσῆος	Odysseus	1
ἐξ	at	1
χειρῶν	hands	1
ἁμαρτήσεσθαι	lost	1
ὀπωπῆς	eye	1
μέγαν	giant	1
ἐδέγμην	had in mind	1
πατὴρ	fathered	1
ἄλλος	other	1
εὔχεται	by his avowal	1
μαντευόμενος	wizardry	1
θεῶν	gods	1
μακάρων	happy	1
οὔτε	or	1
θνητῶν	mortal	1
ἀνθρώπων	men	1
ἰήσεται	heal	1
κʼ ἐθέλῃσʼ	he will	1
ἐννοσίγαιον	god of earthquake	1
κατεγήρα	great length	1
ὁ δέ	he	1
με	me	1
μάντις ἀνὴρ	wizard	1
ὀλίγος	you—small	1
τις	A	1
ὀτρύνω	praying	1
ὣς	this	1
μύθῳ	rumbled	1
οἰμώξας	sob	1
μʼ	me	1
πομπήν	befriend	1
παλαίφατα	spoken of old	1
ἱκάνει	comes	1
γὰρ	for	1
κεκοτηότι	anger	1
οὐδέ	no	1
τελευτήσεσθαι	come	1
ἔφη	foretold	1
τάδε	things	1
πάντα	these	1
Εὐρυμίδης	Eurymos	1
Ὀδυσσῆα	Odysseus	1
πτολιπόρθιον	raider of cities	1
φάσθαι	tell him	1
ἀλαωτύν	blinded	1
ἀλλά	but	1
ἀεικελίην	put to shame	1
εἴρηται	inquire	1
ἐξαλαῶσαι	took your eye	1
σε	you	1
οὐ	not	1
πεῖθον	heed	1
ἐμὸν	I	1
μεγαλήτορα	glorying	1
θυμόν	spirit	1
Κύκλωψ	Kyklops	1
τὴν δʼ	the	1
ὦσα	fending	1
ἐπέεσσιν	voices	1
ἑταῖροι	crew	1
τότε	when	1
πρήσσοντες	drew	1
δὶς	twice	1
ἀπῆμεν	far	1
τόσσον	as	1
ἔρεσσον	kicking	1
προπεσόντες	long oars bent	1
ἐμβαλέειν	row	1
